part_number,build_id,volume_mm3,x_position_mm,y_position_mm,z_position_mm,geometry,relative_density
4,B00735,7768064.0,-69.1,244.65,184.92,lattice,98.49
0,B00736,1488487.0,-143.99,217.61,33.68,cube,98.37
1,B00736,2870706.0,,168.86,300.28,tensile_bar,98.78
2,B00736,8330548.0,-140.02,-34.06,323.03,tensile_bar,98.05
3,B00736,4061240.0,47.3,-236.72,34.43,cube,98.46
0,B00737,3841656.0,34.03,236.62,263.47,tensile_bar,95.19
1,B00737,698284.0,214.41,-219.65,,bracket,95.88
2,B00737,7888054.0,-127.07,-151.03,83.96,lattice,95.12
3,B00737,4690348.0,73.0,228.24,53.54,cube,95.23
0,B00738,,175.08,107.25,205.37,cube,90.95
1,B00738,6504925.0,176.69,-134.09,323.14,tensile_bar,
2,B00738,1362873.0,,224.15,279.31,lattice,96.36
3,B00738,4529934.0,-79.64,-72.64,,lattice,96.78
0,B00739,2387324.0,-120.82,110.07,101.3,cube,99.24
1,B00739,2943091.0,84.67,66.12,,cube,
2,B00739,5264608.0,-173.96,-169.27,308.46,tensile_bar,98.81
3,B00739,5323430.0,-47.79,-244.15,257.09,cube,99.29
4,B00739,5751132.0,107.56,38.07,200.54,tensile_bar,
0,B00740,5592704.0,140.4,-46.6,51.62,cube,95.64
1,B00740,3559418.0,-175.5,-16.57,68.84,bracket,95.27
2,B00740,1914748.0,63.58,93.02,249.71,bracket,94.9
3,B00740,,105.27,38.83,,lattice,
0,B00741,10602406.0,-34.39,-199.92,303.16,bracket,
1,B00741,1002868.0,248.16,,313.31,cube,98.11
2,B00741,958722.0,-198.37,-95.35,152.93,cube,98.32
3,B00741,,103.94,-216.3,328.27,tensile_bar,98.18
0,B00742,3082000.0,135.48,-97.64,26.73,cube,98.73
1,B00742,4199305.0,57.19,-175.46,,tensile_bar,98.72
2,B00742,2440864.0,-141.53,-131.63,86.47,tensile_bar,
3,B00742,5694043.0,-79.84,-184.61,264.2,cube,98.55
0,B00743,,-210.6,-72.1,340.16,cube,
1,B00743,1134566.0,-57.66,-143.88,159.34,cube,95.42
2,B00743,5362755.0,117.43,-159.68,237.2,tensile_bar,
3,B00743,2123981.0,,-59.1,27.64,tensile_bar,
0,B00744,723326.0,146.85,189.87,276.66,cube,97.97
1,B00744,7608065.0,92.92,29.2,321.22,tensile_bar,98.01
2,B00744,7535693.0,90.31,78.56,243.98,cube,98.02
3,B00744,356453.0,-107.8,45.0,76.87,lattice,98.49
4,B00744,3064894.0,25.84,45.13,296.77,cube,97.94
0,B00745,1377298.0,-99.9,-197.04,48.69,bracket,98.65
1,B00745,5667202.0,145.41,-124.44,297.96,lattice,98.48
2,B00745,,220.83,,132.67,cube,98.38
3,B00745,2207685.0,-196.75,-49.34,107.86,lattice,99.21
4,B00745,4586115.0,-247.98,-123.73,203.23,bracket,98.78
0,B00746,6637287.0,-87.23,-183.47,186.03,lattice,
1,B00746,390476.0,192.91,69.0,1.57,bracket,95.29
2,B00746,3762732.0,,47.61,174.27,bracket,95.16
3,B00746,5136939.0,195.16,,153.71,bracket,94.93
4,B00746,4381599.0,51.55,170.39,35.39,cube,95.33
0,B00747,5278225.0,-169.52,-85.22,312.21,tensile_bar,97.47
1,B00747,1270730.0,-109.93,-246.56,325.05,bracket,96.82
2,B00747,500566.0,210.27,146.9,176.38,cube,97.57
3,B00747,5074274.0,-59.89,-155.7,136.98,lattice,96.69
4,B00747,3337141.0,160.3,174.61,236.59,bracket,
0,B00748,2420640.0,,88.79,349.4,tensile_bar,98.05
1,B00748,4081537.0,-56.08,-237.14,,cube,99.68
2,B00748,5653015.0,-143.34,108.5,150.08,lattice,99.1
3,B00748,1382818.0,30.59,-42.6,50.84,bracket,99.41
4,B00748,481079.0,-10.37,0.7,275.55,tensile_bar,98.86
0,B00749,2661234.0,225.54,246.22,300.74,cube,96.22
1,B00749,4516491.0,154.82,-35.83,53.68,cube,96.3
2,B00749,5536982.0,228.85,,281.44,tensile_bar,96.75
3,B00749,5769585.0,-55.51,-203.76,28.1,tensile_bar,96.75
4,B00749,2055857.0,169.35,225.04,253.09,cube,
0,B00750,825848.0,89.48,243.36,51.43,lattice,97.33
1,B00750,7312378.0,-107.33,62.26,314.2,tensile_bar,97.01
2,B00750,2285746.0,-87.21,-85.14,54.0,tensile_bar,97.14
3,B00750,9746684.0,38.22,41.48,241.21,bracket,97.78
0,B00751,1928339.0,238.61,,238.06,cube,
1,B00751,5032016.0,-166.83,-123.76,,bracket,97.63
2,B00751,2407829.0,,-157.17,105.2,lattice,97.22
3,B00751,6446193.0,-3.92,-16.48,38.41,lattice,97.3
4,B00751,2565022.0,14.18,-132.29,345.58,cube,97.34
0,B00752,5323455.0,106.76,-72.45,1.93,lattice,94.24
1,B00752,2279115.0,,82.84,28.35,lattice,
2,B00752,5231261.0,184.5,-217.76,88.3,lattice,94.77
3,B00752,95159.0,207.34,-33.86,68.7,cube,95.54
4,B00752,6465101.0,143.83,-27.88,268.21,bracket,94.76
0,B00753,1981718.0,-66.19,-156.95,51.14,bracket,
1,B00753,2517971.0,201.57,23.35,123.69,tensile_bar,97.77
2,B00753,,-7.22,-20.67,214.43,cube,98.75
3,B00753,7707844.0,-127.16,188.39,,tensile_bar,97.86
0,B00754,5811088.0,-195.76,140.1,48.87,tensile_bar,99.07
1,B00754,8547302.0,-174.7,-173.91,325.43,lattice,99.14
2,B00754,1497290.0,-168.96,-157.89,61.68,cube,98.64
3,B00754,1422026.0,168.98,97.22,298.62,bracket,91.9
0,B00755,2625281.0,-26.47,243.97,,lattice,96.45
1,B00755,5697061.0,-52.87,-29.1,,tensile_bar,96.28
2,B00755,228559.0,-30.65,134.17,99.69,lattice,96.61
3,B00755,7089488.0,,-56.38,259.65,cube,95.9
0,B00756,6081014.0,-147.5,-158.22,46.73,bracket,99.03
1,B00756,4096173.0,-54.26,2.15,199.91,cube,98.9
2,B00756,5565659.0,-136.88,138.98,123.14,bracket,99.15
3,B00756,3676255.0,65.65,-25.03,264.46,lattice,99.32
0,B00757,4477674.0,-198.69,234.92,30.88,tensile_bar,97.9
1,B00757,4984362.0,180.99,219.83,217.24,tensile_bar,97.61
2,B00757,934341.0,111.59,-182.79,11.22,tensile_bar,97.6
3,B00757,2689509.0,-48.85,9.43,300.07,cube,98.69
0,B00758,1146319.0,-139.81,-76.21,218.05,cube,94.83
1,B00758,475059.0,43.11,-80.83,,bracket,95.52
2,B00758,2373341.0,-49.81,181.57,249.38,tensile_bar,95.31
3,B00758,4903161.0,-125.16,149.7,122.38,cube,94.89
0,B00759,2801879.0,-198.36,236.84,235.08,lattice,97.76
1,B00759,1123910.0,-165.25,161.9,119.51,tensile_bar,99.12
2,B00759,4797778.0,173.93,40.76,113.05,bracket,98.67
3,B00759,1916054.0,-162.43,110.47,117.3,tensile_bar,98.44
4,B00759,2656565.0,-234.82,69.68,277.83,tensile_bar,97.1
0,B00760,1211203.0,-111.09,-93.06,68.06,tensile_bar,99.44
1,B00760,9702504.0,213.72,196.87,,lattice,98.85
2,B00760,5009550.0,242.86,-179.37,99.93,tensile_bar,98.16
3,B00760,2367607.0,-175.23,-50.51,,bracket,98.68
4,B00760,929735.0,-103.32,160.41,250.19,lattice,
5,B00760,882821.0,-71.92,170.43,170.8,lattice,98.87
0,B00761,4206090.0,-210.01,-72.98,33.46,bracket,96.2
1,B00761,11492504.0,-80.36,130.24,54.88,cube,97.08
2,B00761,1380550.0,-12.4,-4.21,122.76,tensile_bar,96.58
3,B00761,3761447.0,63.06,103.77,94.63,cube,96.07
0,B00762,4249630.0,-247.15,-201.06,136.11,lattice,97.86
1,B00762,1155301.0,69.91,-235.93,271.78,lattice,
2,B00762,3803219.0,-123.39,136.03,139.0,bracket,97.64
3,B00762,6608601.0,-118.0,-58.47,,lattice,97.21
0,B00763,1783688.0,,242.18,307.19,cube,98.74
1,B00763,4277140.0,-63.64,171.14,,tensile_bar,98.65
2,B00763,10492536.0,-76.78,224.8,94.26,lattice,99.59
3,B00763,1961370.0,163.67,-10.7,195.84,bracket,99.08
0,B00764,1199500.0,-66.76,13.4,79.4,cube,95.81
1,B00764,4442760.0,139.63,,,cube,
2,B00764,4209273.0,139.79,-46.22,276.83,bracket,95.76
3,B00764,9836000.0,-4.9,157.95,206.6,cube,95.48
0,B00765,5394703.0,-31.42,-71.58,179.61,tensile_bar,98.59
1,B00765,,17.1,60.77,327.9,lattice,98.09
2,B00765,728514.0,-215.97,-221.73,,cube,
3,B00765,1481036.0,-30.26,67.98,76.88,cube,98.66
0,B00766,3314696.0,-247.21,166.23,245.63,tensile_bar,98.65
1,B00766,2739116.0,77.27,-230.2,202.53,bracket,
2,B00766,5149141.0,-95.12,,336.96,lattice,98.81
3,B00766,,123.66,-182.48,,lattice,
0,B00767,2201695.0,-239.31,-134.25,183.8,lattice,98.16
1,B00767,3154294.0,51.95,175.56,140.93,lattice,97.98
2,B00767,1547378.0,175.9,248.02,90.71,lattice,98.18
3,B00767,14340834.0,-90.82,-240.14,143.9,cube,98.25
0,B00768,3399590.0,153.38,-158.58,51.34,tensile_bar,97.66
1,B00768,294727.0,120.24,-130.12,154.24,cube,97.61
2,B00768,2467819.0,-163.27,-16.86,72.63,tensile_bar,
3,B00768,1959187.0,140.57,138.75,,tensile_bar,
0,B00769,3870872.0,163.35,-13.54,338.12,tensile_bar,99.42
1,B00769,2987852.0,-174.12,76.42,340.53,bracket,98.68
2,B00769,4668320.0,,61.54,,lattice,98.54
3,B00769,2268363.0,-17.63,-221.83,61.14,cube,91.95
4,B00769,3155785.0,74.88,-152.41,227.34,tensile_bar,98.95
0,B00770,,,-175.69,49.42,lattice,94.72
1,B00770,3855231.0,-123.88,-73.16,,cube,
2,B00770,2239462.0,171.81,149.0,228.27,bracket,95.57
3,B00770,1071312.0,30.23,74.04,75.69,lattice,95.51
0,B00771,5661599.0,-15.42,9.13,272.1,lattice,98.12
1,B00771,,130.91,74.62,40.25,bracket,97.83
2,B00771,2530670.0,192.47,-60.81,98.26,cube,98.46
3,B00771,4394082.0,101.4,-132.16,30.08,tensile_bar,98.71
0,B00772,,182.14,,228.51,cube,99.2
1,B00772,3993989.0,197.48,-47.91,136.86,tensile_bar,
2,B00772,6555618.0,83.54,-38.37,169.76,cube,97.69
3,B00772,5275700.0,-80.64,232.44,,bracket,98.93
0,B00773,5089270.0,175.26,-232.05,302.79,lattice,96.36
1,B00773,2622945.0,-81.05,134.17,37.24,cube,96.32
2,B00773,,-142.84,129.71,285.95,lattice,96.03
3,B00773,6295889.0,176.31,-39.17,27.71,tensile_bar,95.67
4,B00773,1387061.0,-174.97,,79.1,cube,96.06
5,B00773,900646.0,177.7,202.62,217.97,tensile_bar,96.59
0,B00774,4557978.0,-27.45,-24.41,74.41,bracket,91.69
1,B00774,2648124.0,-240.25,197.59,188.68,cube,97.83
2,B00774,3744228.0,103.54,28.56,314.67,cube,97.22
3,B00774,3239680.0,45.21,-52.76,87.94,lattice,97.78
4,B00774,3350926.0,-124.31,8.72,141.29,cube,97.4
0,B00775,1802924.0,32.85,233.66,231.89,lattice,
1,B00775,2406407.0,,171.47,211.61,bracket,97.77
2,B00775,2465419.0,7.95,-121.03,346.88,bracket,
3,B00775,5398615.0,-184.12,160.18,148.55,tensile_bar,97.96
0,B00776,8802968.0,-32.64,50.35,318.97,lattice,95.35
1,B00776,546888.0,40.89,-76.17,200.11,tensile_bar,94.71
2,B00776,7926032.0,84.12,-109.76,263.45,bracket,
3,B00776,1112659.0,207.43,-10.56,56.99,cube,94.75
0,B00777,1727523.0,-42.0,242.67,334.63,lattice,98.36
1,B00777,7181150.0,-23.23,-65.78,74.9,lattice,99.04
2,B00777,1427568.0,-150.67,-133.01,,bracket,98.47
3,B00777,1479280.0,-169.31,-70.22,148.26,cube,98.84
4,B00777,5929916.0,-103.72,,161.88,lattice,99.11
5,B00777,3102315.0,-192.2,-199.37,,bracket,98.98
0,B00778,7494653.0,-177.6,-222.43,102.64,bracket,98.27
1,B00778,3358088.0,134.89,-149.7,155.64,bracket,98.5
2,B00778,3008541.0,-249.31,184.56,244.73,tensile_bar,
3,B00778,3212550.0,39.68,92.47,4.93,bracket,99.07
0,B00779,2195931.0,-207.18,-132.37,346.99,cube,94.53
1,B00779,1664262.0,-79.08,-234.97,328.46,cube,94.86
2,B00779,8543970.0,154.63,36.47,,cube,94.51
3,B00779,3720222.0,-197.34,82.16,145.07,tensile_bar,95.27
4,B00779,5013358.0,-143.02,-151.88,110.87,lattice,95.18
0,B00780,2264896.0,,156.42,99.75,bracket,97.45
1,B00780,4457290.0,200.52,,238.59,bracket,97.91
2,B00780,5488878.0,-180.44,19.84,285.62,bracket,98.56
3,B00780,6265542.0,125.42,-36.24,180.08,bracket,97.76
0,B00781,,-67.34,-168.25,34.84,bracket,99.28
1,B00781,1769576.0,69.61,-185.1,,tensile_bar,98.57
2,B00781,5090761.0,-17.74,-164.12,308.51,cube,98.59
3,B00781,,-46.23,-143.03,180.05,cube,98.92
4,B00781,6694684.0,-243.48,80.57,235.68,bracket,
0,B00782,8441755.0,74.41,52.85,1.99,lattice,95.49
1,B00782,3534777.0,43.57,64.98,,cube,96.6
2,B00782,2958516.0,-95.02,137.24,43.06,lattice,96.5
3,B00782,6279092.0,135.33,95.38,,tensile_bar,
0,B00783,9656670.0,147.93,161.51,309.79,tensile_bar,98.47
1,B00783,2511364.0,118.87,220.31,156.68,tensile_bar,91.83
2,B00783,2110126.0,178.44,-213.23,,cube,99.6
3,B00783,2391333.0,2.06,37.14,11.03,cube,
0,B00784,,-126.37,88.99,67.95,lattice,99.21
1,B00784,2124993.0,20.3,-157.67,298.02,tensile_bar,97.94
2,B00784,3950961.0,134.46,-85.74,111.7,bracket,98.59
3,B00784,6995682.0,-78.57,-128.36,,tensile_bar,
4,B00784,2096300.0,,160.18,29.02,tensile_bar,99.03
5,B00784,1075322.0,-127.88,-51.41,228.54,cube,98.34
0,B00785,4427029.0,202.75,74.52,315.38,bracket,95.36
1,B00785,3600190.0,94.25,-89.43,23.6,lattice,95.48
2,B00785,814384.0,61.44,30.24,176.66,tensile_bar,96.77
3,B00785,4636320.0,-71.11,-168.55,109.35,tensile_bar,95.03
4,B00785,3869854.0,202.15,-202.18,280.42,lattice,94.89
0,B00786,2707658.0,184.6,-218.78,307.26,bracket,98.53
1,B00786,7784021.0,61.86,-15.74,180.14,tensile_bar,98.51
2,B00786,6198182.0,163.53,61.42,294.16,cube,99.12
3,B00786,3566439.0,-96.15,-144.6,15.19,bracket,98.85
4,B00786,481427.0,,16.59,52.64,tensile_bar,99.05
0,B00787,4092691.0,118.16,152.03,16.06,cube,97.96
1,B00787,7836272.0,-0.77,-11.3,17.92,lattice,98.44
2,B00787,4097003.0,-224.5,,78.14,lattice,
3,B00787,2282680.0,-245.88,137.38,73.78,cube,98.7
0,B00788,5460150.0,-215.86,-166.28,191.91,cube,95.8
1,B00788,6425185.0,46.48,-171.64,348.0,tensile_bar,96.21
2,B00788,5036038.0,-198.91,-197.59,24.61,tensile_bar,96.06
3,B00788,3640076.0,-157.86,57.69,302.37,tensile_bar,91.29
0,B00789,2796646.0,29.97,238.16,,lattice,
1,B00789,7292274.0,23.86,-183.02,159.69,lattice,97.44
2,B00789,2161135.0,96.94,168.04,250.43,cube,96.52
3,B00789,5800763.0,58.67,146.17,252.85,cube,96.71
0,B00790,,-246.53,61.81,,cube,97.47
1,B00790,4762631.0,-146.73,29.54,232.3,bracket,96.84
2,B00790,4428377.0,149.16,2.57,176.73,cube,97.82
3,B00790,6086382.0,-5.23,112.36,165.7,bracket,98.15
0,B00791,4667841.0,54.07,-170.45,47.99,lattice,93.84
1,B00791,2272147.0,-175.48,-26.23,,bracket,94.47
2,B00791,962592.0,-151.6,208.36,234.29,lattice,94.46
3,B00791,2128497.0,-26.45,-194.66,60.67,lattice,
4,B00791,2185847.0,152.77,41.92,255.42,tensile_bar,95.69
5,B00791,3877184.0,-134.99,101.44,178.72,bracket,
6,B00791,2662629.0,78.65,50.29,290.86,bracket,
7,B00791,2947016.0,-173.83,-116.07,282.24,cube,94.09
0,B00792,1108634.0,-103.74,-152.28,48.5,cube,96.84
1,B00792,4683014.0,208.0,-48.36,127.96,cube,96.93
2,B00792,2204992.0,77.98,-136.91,235.41,lattice,97.0
3,B00792,1777206.0,158.23,-131.21,333.57,bracket,97.5
0,B00793,4485382.0,-110.97,-39.7,117.08,bracket,98.99
1,B00793,3046351.0,51.93,-45.11,296.62,lattice,98.96
2,B00793,4559859.0,115.66,-193.64,,tensile_bar,99.35
3,B00793,2317475.0,213.17,-60.58,63.2,bracket,99.32
0,B00794,1024358.0,-8.76,134.56,279.88,tensile_bar,95.76
1,B00794,8459996.0,-201.7,91.5,199.1,cube,96.08
2,B00794,4392352.0,152.09,244.3,324.57,cube,96.09
3,B00794,5025391.0,-79.96,240.02,,lattice,96.06
0,B00795,,-48.11,-64.64,254.86,lattice,99.28
1,B00795,6710329.0,202.07,245.4,314.37,tensile_bar,99.0
2,B00795,3371604.0,-245.81,146.01,15.36,cube,98.57
3,B00795,7133994.0,-46.77,-47.42,34.73,tensile_bar,98.57
0,B00796,,,-232.44,73.37,cube,98.48
1,B00796,5411052.0,146.57,,16.14,cube,98.11
2,B00796,722043.0,47.57,,,bracket,98.35
3,B00796,6664893.0,-8.39,-143.12,160.58,lattice,98.81
0,B00797,1286874.0,11.92,,171.1,tensile_bar,94.39
1,B00797,10401259.0,105.61,48.28,56.03,cube,94.27
2,B00797,,,106.02,155.53,lattice,95.04
3,B00797,3409575.0,-39.37,246.8,51.82,lattice,95.34
0,B00798,3910158.0,-53.65,-155.7,224.55,bracket,98.37
1,B00798,5298874.0,66.47,160.27,80.17,cube,97.99
2,B00798,4136277.0,102.38,-242.01,187.28,cube,97.41
3,B00798,1465690.0,-24.31,58.59,221.96,tensile_bar,97.53
4,B00798,,-154.21,185.17,216.2,bracket,97.66
0,B00799,3856981.0,6.87,-139.49,,cube,98.4
1,B00799,5154703.0,60.57,20.17,304.09,bracket,99.59
2,B00799,7434927.0,-244.61,-51.1,6.61,cube,98.63
3,B00799,2663247.0,-86.89,-237.82,14.99,cube,
0,B00800,2528148.0,,246.2,150.04,tensile_bar,95.29
1,B00800,5565848.0,-119.78,115.9,,tensile_bar,95.77
2,B00800,5327408.0,233.18,67.99,237.46,tensile_bar,96.05
3,B00800,532592.0,184.64,-0.15,262.39,lattice,96.1
4,B00800,5630806.0,150.4,93.06,137.25,lattice,95.8
0,B00801,2344972.0,-6.41,-217.05,96.32,cube,98.96
1,B00801,5713081.0,209.17,-3.45,128.08,lattice,98.62
2,B00801,3197855.0,-230.68,171.12,52.75,tensile_bar,98.36
3,B00801,4447679.0,163.2,-47.14,85.46,bracket,98.94
0,B00802,9038177.0,-42.74,202.23,100.04,tensile_bar,98.77
1,B00802,130077.0,135.81,95.33,,lattice,
2,B00802,1147194.0,-230.3,-32.78,287.79,bracket,98.28
3,B00802,7546863.0,-184.14,-21.77,238.01,tensile_bar,98.51
4,B00802,1141049.0,74.79,37.33,74.27,cube,99.04
5,B00802,2741640.0,-140.76,-55.39,309.46,bracket,
0,B00803,9073945.0,186.4,16.81,56.32,cube,95.7
1,B00803,6567658.0,-117.11,75.88,344.04,tensile_bar,95.15
2,B00803,,-69.29,115.28,186.85,bracket,95.96
3,B00803,2921239.0,4.07,40.07,347.33,tensile_bar,95.47
0,B00804,6282302.0,-10.84,-51.09,129.36,lattice,98.03
1,B00804,1352753.0,,-63.52,335.48,lattice,99.04
2,B00804,7239761.0,-215.98,-227.06,44.46,bracket,97.85
3,B00804,4443773.0,179.9,-29.29,319.4,tensile_bar,99.36
0,B00805,3649927.0,-118.42,237.75,82.45,lattice,98.45
1,B00805,8589802.0,-55.33,37.27,311.11,lattice,99.28
2,B00805,4219323.0,127.43,243.27,287.95,tensile_bar,99.03
3,B00805,2355373.0,,78.03,75.02,lattice,98.75
0,B00806,2252333.0,-163.0,115.89,12.1,lattice,96.12
1,B00806,1053158.0,-12.23,-212.73,132.29,tensile_bar,96.27
2,B00806,6409341.0,184.75,-122.7,301.89,tensile_bar,96.43
3,B00806,6274074.0,-134.84,-161.43,,tensile_bar,96.0
0,B00807,5450575.0,190.43,192.41,117.09,lattice,96.47
1,B00807,3097008.0,-36.2,-16.32,72.34,bracket,96.1
2,B00807,6772075.0,17.71,-112.25,178.82,cube,96.99
3,B00807,4536352.0,,147.16,,tensile_bar,96.53
0,B00808,1940980.0,188.92,10.3,283.05,bracket,98.9
1,B00808,7132070.0,-151.18,142.56,,cube,98.98
2,B00808,1973225.0,-182.28,-177.7,9.8,tensile_bar,99.48
3,B00808,5243981.0,203.03,65.15,263.32,lattice,98.17
4,B00808,1620835.0,-131.54,-157.31,31.44,cube,98.89
0,B00809,3699368.0,-233.69,-59.1,27.36,tensile_bar,97.43
1,B00809,2128594.0,70.18,-172.79,246.6,bracket,95.67
2,B00809,2848815.0,-215.96,164.33,53.5,bracket,97.22
3,B00809,3139152.0,227.18,-84.11,62.34,bracket,
4,B00809,7000700.0,245.09,-64.24,24.92,bracket,95.93
0,B00810,3946307.0,-122.94,55.59,23.93,tensile_bar,98.44
1,B00810,2743831.0,-228.57,-203.51,260.01,lattice,98.24
2,B00810,2085461.0,194.9,-225.25,236.24,tensile_bar,
3,B00810,2734978.0,-207.95,-112.6,309.47,bracket,98.47
0,B00811,1653989.0,166.97,-16.09,77.64,cube,99.03
1,B00811,2425618.0,50.56,93.39,138.85,bracket,97.32
2,B00811,2292358.0,-77.59,-67.59,342.61,bracket,98.99
3,B00811,8193207.0,-181.45,16.48,159.64,cube,99.05
4,B00811,1179936.0,-91.22,117.58,100.68,cube,98.57
0,B00812,3506801.0,-232.64,22.9,115.51,lattice,94.94
1,B00812,4259040.0,-112.46,-249.42,263.1,tensile_bar,93.96
2,B00812,,130.28,143.53,139.58,bracket,95.37
3,B00812,2578969.0,216.23,-96.28,113.27,tensile_bar,94.51
4,B00812,1525089.0,187.16,-215.1,198.77,cube,
0,B00813,6300387.0,-204.8,7.79,,bracket,97.99
1,B00813,3053018.0,-119.04,27.59,200.6,cube,98.41
2,B00813,4663113.0,179.63,82.97,224.89,tensile_bar,97.96
3,B00813,2586938.0,-13.0,197.73,254.43,tensile_bar,97.32
0,B00814,5033088.0,122.31,-186.99,147.06,cube,98.71
1,B00814,2593830.0,-132.18,-138.6,28.91,bracket,98.45
2,B00814,8395222.0,114.34,82.23,229.29,tensile_bar,98.04
3,B00814,1855012.0,,-151.07,113.52,tensile_bar,98.58
4,B00814,1060547.0,108.79,110.07,23.06,cube,98.28
0,B00815,3496476.0,-177.96,-111.8,157.31,cube,
1,B00815,6295402.0,,10.34,,tensile_bar,94.9
2,B00815,5727721.0,-247.33,-128.96,348.55,tensile_bar,94.62
3,B00815,4045622.0,117.45,199.99,203.57,tensile_bar,95.31
0,B00816,4394267.0,105.32,48.42,65.52,cube,97.88
1,B00816,255982.0,-246.77,24.69,18.57,tensile_bar,98.13
2,B00816,2623684.0,191.12,-43.79,22.47,cube,97.99
3,B00816,4198320.0,-34.21,-190.82,3.78,lattice,97.9
4,B00816,3625148.0,11.42,-9.13,27.42,lattice,98.12
0,B00817,2909647.0,,-190.67,182.47,cube,97.93
1,B00817,3713739.0,211.83,-65.22,57.6,bracket,98.31
2,B00817,9186694.0,-181.67,17.85,265.65,cube,
3,B00817,5827583.0,-187.66,76.24,54.62,tensile_bar,98.1
0,B00818,891001.0,-236.1,201.31,205.14,bracket,95.25
1,B00818,8864640.0,-64.88,98.42,301.7,lattice,94.45
2,B00818,5432629.0,-57.37,-191.15,67.58,lattice,94.62
3,B00818,3546796.0,-85.27,-41.54,168.34,bracket,95.73
0,B00819,831612.0,,55.49,103.48,lattice,97.9
1,B00819,4969652.0,244.19,-107.94,,tensile_bar,97.3
2,B00819,7139561.0,-169.58,-214.53,,cube,97.61
3,B00819,8465804.0,-174.26,-9.23,276.29,bracket,97.38
0,B00820,537079.0,198.7,23.12,344.31,cube,98.29
1,B00820,9012125.0,202.14,,108.72,tensile_bar,98.07
2,B00820,,-170.95,-143.5,18.04,cube,98.87
3,B00820,8892581.0,-246.39,-127.1,327.77,lattice,98.23
0,B00821,2936571.0,185.48,-96.6,195.73,cube,96.06
1,B00821,5986394.0,-34.2,-97.65,18.17,lattice,95.06
2,B00821,4722410.0,16.78,40.83,190.48,tensile_bar,95.47
3,B00821,1110439.0,-102.02,-95.22,346.79,bracket,95.74
4,B00821,2059917.0,-59.99,238.82,92.42,bracket,
5,B00821,1686552.0,131.59,212.27,0.69,cube,95.51
0,B00822,3092952.0,-47.19,,192.32,lattice,98.38
1,B00822,7482744.0,85.98,-39.7,141.11,cube,98.45
2,B00822,3854466.0,6.79,99.1,68.44,bracket,98.02
3,B00822,1721499.0,73.75,-123.11,172.07,lattice,98.54
0,B00823,4337037.0,246.59,-216.12,,lattice,98.31
1,B00823,2705478.0,7.54,178.49,273.22,bracket,98.42
2,B00823,5804542.0,-113.32,-9.95,51.13,bracket,98.92
3,B00823,3355584.0,-244.05,-115.39,17.1,lattice,98.75
4,B00823,5410149.0,-125.95,153.74,56.05,tensile_bar,99.51
0,B00824,1871256.0,31.89,,150.15,lattice,94.65
1,B00824,4712791.0,212.48,158.15,83.97,tensile_bar,94.77
2,B00824,8162252.0,4.82,-39.24,21.68,bracket,
3,B00824,6869691.0,-69.33,-71.14,305.18,cube,94.39
0,B00825,8915055.0,161.43,-25.55,252.83,lattice,98.25
1,B00825,,,-58.86,85.57,tensile_bar,98.85
2,B00825,421727.0,-185.51,110.97,25.25,cube,98.76
3,B00825,3369170.0,-108.77,-158.77,139.63,cube,
0,B00826,7009640.0,-64.1,-43.26,0.62,bracket,98.75
1,B00826,3284275.0,-167.46,24.72,238.31,bracket,98.52
2,B00826,533283.0,81.68,-177.96,156.44,cube,98.61
3,B00826,6154876.0,234.48,71.21,96.69,cube,92.01
0,B00827,5090090.0,-169.47,-89.81,134.78,bracket,94.87
1,B00827,2478767.0,149.81,209.73,,tensile_bar,95.48
2,B00827,3153691.0,155.05,-20.15,128.0,cube,95.4
3,B00827,3139859.0,-122.88,101.38,89.0,lattice,95.85
4,B00827,3635918.0,163.25,-65.36,27.56,lattice,95.75
0,B00828,2550954.0,188.9,193.92,311.7,tensile_bar,
1,B00828,5060468.0,37.32,-198.17,,tensile_bar,98.43
2,B00828,341209.0,-244.73,241.45,9.28,lattice,
3,B00828,2203759.0,106.53,132.59,13.6,tensile_bar,98.67
0,B00829,715723.0,210.38,-139.19,111.01,cube,
1,B00829,4679741.0,79.38,-30.37,,lattice,97.91
2,B00829,4166105.0,-57.43,-7.1,223.67,bracket,98.41
3,B00829,3636141.0,-197.36,118.96,187.09,bracket,96.86
4,B00829,7443770.0,-199.83,49.92,23.64,lattice,98.39
0,B00830,4415141.0,-130.23,-146.36,37.72,lattice,94.54
1,B00830,4619258.0,24.41,163.32,28.03,tensile_bar,95.02
2,B00830,3314806.0,166.38,-89.58,86.31,cube,94.38
3,B00830,5140996.0,-99.68,-83.79,248.78,tensile_bar,94.76
4,B00830,2956266.0,-58.53,166.84,49.33,cube,95.04
0,B00831,4244431.0,195.88,181.08,280.85,bracket,97.66
1,B00831,2958548.0,125.25,85.66,72.23,tensile_bar,97.9
2,B00831,2682199.0,-246.19,-229.65,,tensile_bar,97.92
3,B00831,1543021.0,-202.09,226.57,340.86,lattice,97.6
0,B00832,1446185.0,76.52,80.2,220.85,bracket,97.81
1,B00832,6059061.0,231.33,107.22,169.96,lattice,97.5
2,B00832,2204813.0,11.35,-245.77,238.27,lattice,97.9
3,B00832,,206.42,72.82,27.42,bracket,97.45
0,B00833,3233363.0,-54.35,243.51,,lattice,
