machine_id,timestamp,oxygen_ppm,gas_flow_rate_l_min,build_plate_temperature_deg_c
M002,2025-02-11 11:20:18.119170,110.0,7.61,118.1
M000,2025-02-11 11:27:15.394350,76.0,7.29,151.1
M001,2025-02-11 11:33:26.028030,153.0,7.53,200.7
M002,2025-02-11 11:35:18.119170,107.0,7.99,120.3
M000,2025-02-11 11:42:15.394350,,,148.9
M001,2025-02-11 11:48:26.028030,152.0,7.57,
M002,2025-02-11 11:50:18.119170,104.0,7.97,
M000,2025-02-11 11:57:15.394350,75.0,7.38,148.5
M001,2025-02-11 12:03:26.028030,140.0,7.43,201.3
M002,2025-02-11 12:05:18.119170,,8.09,119.8
M000,2025-02-11 12:12:15.394350,79.0,7.07,149.7
M001,2025-02-11 12:18:26.028030,152.0,7.51,200.1
M002,2025-02-11 12:20:18.119170,117.0,8.14,120.6
M000,2025-02-11 12:27:15.394350,72.0,7.17,147.5
M001,2025-02-11 12:33:26.028030,153.0,7.48,196.9
M002,2025-02-11 12:35:18.119170,105.0,7.88,120.1
M000,2025-02-11 12:42:15.394350,83.0,7.11,
M001,2025-02-11 12:48:26.028030,156.0,7.31,200.8
M002,2025-02-11 12:50:18.119170,113.0,8.23,120.9
M001,2025-02-11 13:03:26.028030,160.0,7.83,198.0
M002,2025-02-11 13:05:18.119170,106.0,7.64,121.1
M001,2025-02-11 13:18:26.028030,143.0,,198.4
M002,2025-02-11 13:20:18.119170,108.0,8.33,119.3
M001,2025-02-11 13:33:26.028030,147.0,7.67,199.8
M002,2025-02-11 13:35:18.119170,,,121.7
M001,2025-02-11 13:48:26.028030,148.0,7.39,198.6
M002,2025-02-11 13:50:18.119170,111.0,7.65,118.6
M001,2025-02-11 14:03:26.028030,158.0,7.62,195.5
M002,2025-02-11 14:05:18.119170,115.0,8.05,118.9
M001,2025-02-11 14:18:26.028030,148.0,7.47,199.5
M002,2025-02-11 14:20:18.119170,,7.81,120.7
M001,2025-02-11 14:33:26.028030,154.0,7.51,199.5
M002,2025-02-11 14:35:18.119170,120.0,,119.9
M001,2025-02-11 14:48:26.028030,145.0,7.97,201.7
M002,2025-02-11 14:50:18.119170,120.0,7.78,121.8
M001,2025-02-11 15:03:26.028030,157.0,7.76,201.7
M002,2025-02-11 15:05:18.119170,102.0,7.91,120.4
M001,2025-02-11 15:18:26.028030,149.0,7.75,199.1
M002,2025-02-11 15:20:18.119170,110.0,8.17,121.2
M001,2025-02-11 15:33:26.028030,143.0,7.54,198.5
M002,2025-02-11 15:35:18.119170,115.0,7.73,119.1
M001,2025-02-11 15:48:26.028030,149.0,,202.3
M002,2025-02-11 15:50:18.119170,106.0,8.22,119.0
M001,2025-02-11 16:03:26.028030,147.0,7.47,197.8
M002,2025-02-11 16:05:18.119170,115.0,7.96,117.9
M001,2025-02-11 16:18:26.028030,151.0,7.3,199.2
M002,2025-02-11 16:20:18.119170,113.0,8.06,120.8
M001,2025-02-11 16:33:26.028030,149.0,7.72,197.4
M002,2025-02-11 16:35:18.119170,107.0,8.3,120.1
M000,2025-02-11 16:48:12.217446,44.0,,249.7
M001,2025-02-11 16:48:26.028030,150.0,7.54,199.7
M002,2025-02-11 16:50:18.119170,104.0,8.22,119.4
M000,2025-02-11 17:03:12.217446,34.0,,247.8
M001,2025-02-11 17:03:26.028030,146.0,7.64,200.2
M002,2025-02-11 17:05:18.119170,,7.94,118.8
M000,2025-02-11 17:18:12.217446,36.0,8.05,252.4
M001,2025-02-11 17:18:26.028030,158.0,7.52,200.5
M002,2025-02-11 17:20:18.119170,118.0,8.08,120.3
M000,2025-02-11 17:33:12.217446,34.0,8.08,
M001,2025-02-11 17:33:26.028030,146.0,7.67,199.8
M002,2025-02-11 17:35:18.119170,98.0,8.28,119.7
M000,2025-02-11 17:48:12.217446,37.0,8.05,252.0
M001,2025-02-11 17:48:26.028030,148.0,,198.1
M002,2025-02-11 17:50:18.119170,112.0,7.99,121.4
M000,2025-02-11 18:03:12.217446,23.0,7.94,250.7
M001,2025-02-11 18:03:26.028030,143.0,,200.4
M002,2025-02-11 18:05:18.119170,106.0,,118.9
M000,2025-02-11 18:18:12.217446,32.0,7.89,253.4
M001,2025-02-11 18:18:26.028030,154.0,7.84,199.6
M002,2025-02-11 18:20:18.119170,118.0,8.16,119.8
M000,2025-02-11 18:33:12.217446,36.0,7.96,247.7
M001,2025-02-11 18:33:26.028030,151.0,7.75,199.8
M000,2025-02-11 18:48:12.217446,29.0,8.33,250.4
M000,2025-02-11 19:03:12.217446,40.0,8.02,250.4
M000,2025-02-11 19:18:12.217446,40.0,8.56,250.4
M000,2025-02-11 19:33:12.217446,31.0,8.01,248.3
M000,2025-02-11 19:48:12.217446,28.0,8.24,249.4
M000,2025-02-11 20:03:12.217446,19.0,7.95,249.2
M000,2025-02-11 20:18:12.217446,31.0,,251.3
M000,2025-02-11 20:33:12.217446,34.0,,250.1
M000,2025-02-11 20:48:12.217446,27.0,,250.6
M000,2025-02-11 21:03:12.217446,16.0,8.19,249.8
M000,2025-02-11 21:18:12.217446,36.0,8.08,251.3
M000,2025-02-11 21:33:12.217446,26.0,8.02,250.1
M000,2025-02-11 21:48:12.217446,27.0,8.17,248.9
M002,2025-02-11 21:52:48.867481,60.0,9.89,298.7
M000,2025-02-11 22:03:12.217446,37.0,8.2,251.5
M002,2025-02-11 22:07:48.867481,55.0,10.09,297.8
M000,2025-02-11 22:18:12.217446,26.0,8.02,249.4
M002,2025-02-11 22:22:48.867481,62.0,9.78,300.4
M001,2025-02-11 22:25:15.079998,116.0,7.04,
M000,2025-02-11 22:33:12.217446,25.0,8.05,248.1
M002,2025-02-11 22:37:48.867481,60.0,9.91,300.3
M001,2025-02-11 22:40:15.079998,,,200.4
M000,2025-02-11 22:48:12.217446,34.0,8.0,248.9
M002,2025-02-11 22:52:48.867481,52.0,10.31,300.7
M001,2025-02-11 22:55:15.079998,114.0,6.85,201.1
M000,2025-02-11 23:03:12.217446,32.0,7.78,249.9
M002,2025-02-11 23:07:48.867481,67.0,9.91,298.5
M001,2025-02-11 23:10:15.079998,114.0,7.11,200.7
M000,2025-02-11 23:18:12.217446,38.0,8.04,251.0
M002,2025-02-11 23:22:48.867481,,10.19,302.2
M001,2025-02-11 23:25:15.079998,111.0,,198.7
M000,2025-02-11 23:33:12.217446,27.0,,248.5
M002,2025-02-11 23:37:48.867481,68.0,10.02,301.5
M001,2025-02-11 23:40:15.079998,116.0,7.05,200.2
M000,2025-02-11 23:48:12.217446,32.0,8.03,248.0
M002,2025-02-11 23:52:48.867481,58.0,10.12,302.1
M001,2025-02-11 23:55:15.079998,111.0,7.07,200.5
M000,2025-02-12 00:03:12.217446,29.0,7.87,249.7
M002,2025-02-12 00:07:48.867481,54.0,9.52,301.1
M001,2025-02-12 00:10:15.079998,119.0,7.36,199.9
M000,2025-02-12 00:18:12.217446,37.0,8.44,250.3
M002,2025-02-12 00:22:48.867481,56.0,10.14,303.0
M001,2025-02-12 00:25:15.079998,123.0,6.94,201.6
M000,2025-02-12 00:33:12.217446,30.0,7.87,250.6
M002,2025-02-12 00:37:48.867481,57.0,9.63,300.8
M001,2025-02-12 00:40:15.079998,113.0,7.37,202.9
M000,2025-02-12 00:48:12.217446,29.0,7.88,248.2
M002,2025-02-12 00:52:48.867481,63.0,10.17,298.2
M001,2025-02-12 00:55:15.079998,,,197.6
M000,2025-02-12 01:03:12.217446,24.0,7.76,252.8
M002,2025-02-12 01:07:48.867481,64.0,9.96,300.8
M001,2025-02-12 01:10:15.079998,125.0,6.84,198.5
M000,2025-02-12 01:18:12.217446,43.0,7.96,249.1
M002,2025-02-12 01:22:48.867481,59.0,10.12,301.6
M001,2025-02-12 01:25:15.079998,109.0,6.81,198.1
M000,2025-02-12 01:33:12.217446,40.0,7.89,250.1
M002,2025-02-12 01:37:48.867481,65.0,9.95,298.0
M001,2025-02-12 01:40:15.079998,113.0,7.3,200.6
M000,2025-02-12 01:48:12.217446,32.0,8.07,250.9
M002,2025-02-12 01:52:48.867481,,10.05,300.6
M001,2025-02-12 01:55:15.079998,123.0,7.27,199.9
M000,2025-02-12 02:03:12.217446,31.0,7.86,250.0
M002,2025-02-12 02:07:48.867481,52.0,9.86,298.4
M001,2025-02-12 02:10:15.079998,122.0,7.27,201.0
M000,2025-02-12 02:18:12.217446,34.0,8.33,249.3
M002,2025-02-12 02:22:48.867481,54.0,10.1,300.2
M001,2025-02-12 02:25:15.079998,116.0,7.15,200.8
M000,2025-02-12 02:33:12.217446,31.0,8.0,
M002,2025-02-12 02:37:48.867481,55.0,10.07,302.5
M001,2025-02-12 02:40:15.079998,112.0,,201.7
M000,2025-02-12 02:48:12.217446,29.0,7.72,247.3
M002,2025-02-12 02:52:48.867481,72.0,9.69,298.6
M001,2025-02-12 02:55:15.079998,115.0,,201.0
M000,2025-02-12 03:03:12.217446,31.0,7.91,248.0
M002,2025-02-12 03:07:48.867481,63.0,10.17,301.1
M001,2025-02-12 03:10:15.079998,107.0,7.0,203.5
M000,2025-02-12 03:18:12.217446,31.0,7.58,248.5
M002,2025-02-12 03:22:48.867481,58.0,10.08,301.0
M001,2025-02-12 03:25:15.079998,112.0,6.99,200.4
M000,2025-02-12 03:33:12.217446,40.0,7.73,250.3
M002,2025-02-12 03:37:48.867481,53.0,10.22,301.7
M001,2025-02-12 03:40:15.079998,128.0,7.09,200.4
M000,2025-02-12 03:48:12.217446,31.0,7.93,250.4
M002,2025-02-12 03:52:48.867481,65.0,9.56,300.3
M001,2025-02-12 03:55:15.079998,111.0,7.03,200.3
M000,2025-02-12 04:03:12.217446,31.0,8.1,248.8
M002,2025-02-12 04:07:48.867481,58.0,10.05,297.7
M001,2025-02-12 04:10:15.079998,121.0,6.83,196.4
M000,2025-02-12 04:18:12.217446,26.0,8.09,249.5
M002,2025-02-12 04:22:48.867481,64.0,10.16,301.8
M001,2025-02-12 04:25:15.079998,122.0,6.92,200.3
M000,2025-02-12 04:33:12.217446,45.0,7.69,250.9
M002,2025-02-12 04:37:48.867481,61.0,9.95,301.6
M001,2025-02-12 04:40:15.079998,109.0,7.18,199.0
M000,2025-02-12 04:48:12.217446,26.0,8.0,249.4
M002,2025-02-12 04:52:48.867481,63.0,10.27,298.1
M001,2025-02-12 04:55:15.079998,109.0,6.91,200.3
M000,2025-02-12 05:03:12.217446,21.0,7.95,249.4
M002,2025-02-12 05:07:48.867481,56.0,9.93,299.0
M001,2025-02-12 05:10:15.079998,106.0,,198.6
M000,2025-02-12 05:18:12.217446,32.0,,246.6
M002,2025-02-12 05:22:48.867481,69.0,9.99,
M001,2025-02-12 05:25:15.079998,120.0,6.88,199.5
M000,2025-02-12 05:33:12.217446,23.0,7.62,254.3
M002,2025-02-12 05:37:48.867481,68.0,9.92,299.7
M001,2025-02-12 05:40:15.079998,121.0,,200.7
M000,2025-02-12 05:48:12.217446,24.0,8.03,249.6
M002,2025-02-12 05:52:48.867481,56.0,9.91,302.2
M001,2025-02-12 05:55:15.079998,106.0,6.63,201.2
M000,2025-02-12 06:03:12.217446,34.0,8.25,250.6
M002,2025-02-12 06:07:48.867481,62.0,9.91,
M001,2025-02-12 06:10:15.079998,,7.23,201.3
M000,2025-02-12 06:18:12.217446,30.0,8.0,248.1
M002,2025-02-12 06:22:48.867481,60.0,9.86,299.4
M001,2025-02-12 06:25:15.079998,107.0,7.02,201.7
M000,2025-02-12 06:33:12.217446,27.0,7.89,249.6
M002,2025-02-12 06:37:48.867481,65.0,9.96,300.0
M001,2025-02-12 06:40:15.079998,123.0,,199.7
M000,2025-02-12 06:48:12.217446,32.0,7.82,247.4
M002,2025-02-12 06:52:48.867481,52.0,9.74,301.1
M001,2025-02-12 06:55:15.079998,110.0,7.07,200.8
M000,2025-02-12 07:03:12.217446,31.0,7.91,249.8
M002,2025-02-12 07:07:48.867481,61.0,9.95,299.8
M001,2025-02-12 07:10:15.079998,120.0,7.23,
M000,2025-02-12 07:18:12.217446,23.0,7.99,252.6
M002,2025-02-12 07:22:48.867481,61.0,10.08,300.5
M001,2025-02-12 07:25:15.079998,108.0,7.05,197.8
M000,2025-02-12 07:33:12.217446,26.0,8.23,250.5
M002,2025-02-12 07:37:48.867481,64.0,10.19,296.3
M001,2025-02-12 07:40:15.079998,114.0,6.57,200.9
M000,2025-02-12 07:48:12.217446,30.0,8.05,249.8
M002,2025-02-12 07:52:48.867481,57.0,,301.4
M001,2025-02-12 07:55:15.079998,116.0,7.35,203.1
M000,2025-02-12 08:03:12.217446,23.0,8.02,250.6
M002,2025-02-12 08:07:48.867481,68.0,10.11,300.5
M001,2025-02-12 08:10:15.079998,113.0,6.87,200.2
M000,2025-02-12 08:18:12.217446,32.0,8.16,251.1
M002,2025-02-12 08:22:48.867481,55.0,9.71,300.1
M001,2025-02-12 08:25:15.079998,111.0,6.78,202.3
M000,2025-02-12 08:33:12.217446,28.0,8.16,251.2
M002,2025-02-12 08:37:48.867481,58.0,10.01,300.7
M001,2025-02-12 08:40:15.079998,123.0,6.99,199.4
M000,2025-02-12 08:48:12.217446,32.0,8.13,248.4
M002,2025-02-12 08:52:48.867481,65.0,10.01,297.7
M001,2025-02-12 08:55:15.079998,115.0,7.22,201.0
M000,2025-02-12 09:03:12.217446,27.0,7.87,248.8
M002,2025-02-12 09:07:48.867481,60.0,10.12,300.9
M001,2025-02-12 09:10:15.079998,112.0,7.16,201.0
M000,2025-02-12 09:18:12.217446,37.0,7.86,251.0
M002,2025-02-12 09:22:48.867481,70.0,9.84,301.8
M001,2025-02-12 09:25:15.079998,116.0,7.28,200.8
M000,2025-02-12 09:33:12.217446,,8.04,248.6
M002,2025-02-12 09:37:48.867481,65.0,10.18,299.2
M001,2025-02-12 09:40:15.079998,113.0,7.47,201.6
M000,2025-02-12 09:48:12.217446,29.0,8.19,249.4
M002,2025-02-12 09:52:48.867481,62.0,9.74,298.8
M001,2025-02-12 09:55:15.079998,110.0,7.16,199.3
M000,2025-02-12 10:03:12.217446,38.0,8.2,249.5
M002,2025-02-12 10:07:48.867481,58.0,9.84,302.5
M001,2025-02-12 10:10:15.079998,114.0,7.45,199.4
M000,2025-02-12 10:18:12.217446,31.0,8.1,250.2
M002,2025-02-12 10:22:48.867481,64.0,9.83,300.7
M001,2025-02-12 10:25:15.079998,113.0,7.4,199.2
M000,2025-02-12 10:33:12.217446,26.0,7.92,249.6
M002,2025-02-12 10:37:48.867481,62.0,10.19,301.2
M001,2025-02-12 10:40:15.079998,117.0,7.34,200.9
M000,2025-02-12 10:48:12.217446,40.0,8.06,249.7
M002,2025-02-12 10:52:48.867481,58.0,9.77,299.8
M001,2025-02-12 10:55:15.079998,119.0,7.37,200.0
M000,2025-02-12 11:03:12.217446,34.0,7.91,248.4
M002,2025-02-12 11:07:48.867481,66.0,10.25,300.0
M001,2025-02-12 11:10:15.079998,113.0,7.27,199.6
M000,2025-02-12 11:18:12.217446,40.0,7.95,249.6
M002,2025-02-12 11:22:48.867481,58.0,9.74,297.2
M001,2025-02-12 11:25:15.079998,118.0,7.13,197.9
M000,2025-02-12 11:33:12.217446,39.0,8.18,249.0
M002,2025-02-12 11:37:48.867481,,9.97,301.9
M001,2025-02-12 11:40:15.079998,115.0,7.28,197.6
M000,2025-02-12 11:48:12.217446,32.0,7.84,249.5
M002,2025-02-12 11:52:48.867481,63.0,9.62,304.2
M001,2025-02-12 11:55:15.079998,119.0,6.92,200.3
M000,2025-02-12 12:03:12.217446,29.0,8.32,253.0
M002,2025-02-12 12:07:48.867481,68.0,10.23,298.7
M001,2025-02-12 12:10:15.079998,122.0,7.0,200.0
M000,2025-02-12 12:18:12.217446,26.0,7.67,249.0
M002,2025-02-12 12:22:48.867481,58.0,9.99,299.6
M001,2025-02-12 12:25:15.079998,110.0,7.21,202.3
M000,2025-02-12 12:33:12.217446,38.0,8.25,249.1
M002,2025-02-12 12:37:48.867481,60.0,10.09,300.8
M001,2025-02-12 12:40:15.079998,115.0,6.87,202.2
M000,2025-02-12 12:48:12.217446,35.0,7.95,246.8
M002,2025-02-12 12:52:48.867481,48.0,10.07,
M001,2025-02-12 12:55:15.079998,106.0,7.1,199.6
M000,2025-02-12 13:03:12.217446,34.0,8.26,250.3
M002,2025-02-12 13:07:48.867481,65.0,9.7,298.7
M001,2025-02-12 13:10:15.079998,115.0,7.1,199.5
M000,2025-02-12 13:18:12.217446,34.0,7.99,
M002,2025-02-12 13:22:48.867481,69.0,10.24,300.0
M001,2025-02-12 13:25:15.079998,114.0,,
M000,2025-02-12 13:33:12.217446,28.0,7.86,250.1
M002,2025-02-12 13:37:48.867481,,9.94,301.7
M001,2025-02-12 13:40:15.079998,107.0,6.96,200.5
M000,2025-02-12 13:48:12.217446,24.0,8.01,250.1
M002,2025-02-12 13:52:48.867481,65.0,10.01,301.8
M001,2025-02-12 13:55:15.079998,119.0,7.2,198.0
M000,2025-02-12 14:03:12.217446,35.0,8.17,252.2
M002,2025-02-12 14:07:48.867481,67.0,9.76,303.1
M001,2025-02-12 14:10:15.079998,108.0,,199.9
M000,2025-02-12 14:18:12.217446,34.0,,
M002,2025-02-12 14:22:48.867481,55.0,9.96,
M001,2025-02-12 14:25:15.079998,127.0,7.05,197.6
M000,2025-02-12 14:33:12.217446,42.0,8.18,249.0
M002,2025-02-12 14:37:48.867481,70.0,9.95,298.6
M001,2025-02-12 14:40:15.079998,121.0,7.07,201.0
M000,2025-02-12 14:48:12.217446,30.0,7.91,252.1
M002,2025-02-12 14:52:48.867481,58.0,9.61,299.5
M001,2025-02-12 14:55:15.079998,129.0,6.94,205.0
M002,2025-02-12 15:07:48.867481,63.0,10.04,302.8
M001,2025-02-12 15:10:15.079998,117.0,7.11,199.4
M002,2025-02-12 15:22:48.867481,61.0,10.02,297.8
M001,2025-02-12 15:25:15.079998,118.0,7.15,198.1
M002,2025-02-12 15:37:48.867481,67.0,9.9,299.0
M001,2025-02-12 15:40:15.079998,111.0,,198.6
M002,2025-02-12 15:52:48.867481,65.0,10.34,300.7
M001,2025-02-12 15:55:15.079998,115.0,6.89,201.3
M002,2025-02-12 16:07:48.867481,66.0,10.0,298.2
M001,2025-02-12 16:10:15.079998,119.0,7.06,196.9
M002,2025-02-12 16:22:48.867481,,9.81,298.9
M001,2025-02-12 16:25:15.079998,118.0,6.92,201.3
M002,2025-02-12 16:37:48.867481,52.0,9.78,300.7
M001,2025-02-12 16:40:15.079998,109.0,7.1,199.8
M002,2025-02-12 16:52:48.867481,60.0,9.88,300.8
M001,2025-02-12 16:55:15.079998,110.0,7.2,200.0
M002,2025-02-12 17:07:48.867481,61.0,9.7,300.8
M002,2025-02-12 17:22:48.867481,57.0,10.22,300.9
M002,2025-02-12 17:37:48.867481,65.0,10.09,300.1
M002,2025-02-12 17:52:48.867481,57.0,9.92,299.9
M002,2025-02-12 18:07:48.867481,58.0,9.79,300.5
M002,2025-02-12 18:22:48.867481,56.0,9.72,299.4
M002,2025-02-12 18:37:48.867481,64.0,10.17,
M002,2025-02-12 18:52:48.867481,72.0,10.03,300.7
M002,2025-02-12 19:07:48.867481,56.0,9.99,301.5
M002,2025-02-12 19:22:48.867481,60.0,10.05,300.9
M002,2025-02-12 19:37:48.867481,61.0,9.99,300.2
M002,2025-02-12 19:52:48.867481,70.0,10.19,299.1
M002,2025-02-12 20:07:48.867481,60.0,9.78,300.1
M002,2025-02-12 20:22:48.867481,53.0,9.92,301.1
M000,2025-02-12 20:30:27.021362,0.0,5.96,112.7
M002,2025-02-12 20:37:48.867481,50.0,9.88,298.5
M000,2025-02-12 20:45:27.021362,0.0,6.09,108.4
M002,2025-02-12 20:52:48.867481,,10.05,299.0
M000,2025-02-12 21:00:27.021362,0.0,5.76,113.4
M000,2025-02-12 21:15:27.021362,0.0,6.14,109.8
M000,2025-02-12 21:30:27.021362,0.0,5.93,109.2
M000,2025-02-12 21:45:27.021362,0.0,6.14,110.7
M000,2025-02-12 22:00:27.021362,0.0,5.89,110.4
M000,2025-02-12 22:15:27.021362,0.0,5.91,110.2
M000,2025-02-12 22:30:27.021362,0.0,6.1,110.4
M000,2025-02-12 22:45:27.021362,0.0,5.82,
M000,2025-02-12 23:00:27.021362,0.0,5.86,
M000,2025-02-12 23:15:27.021362,0.0,6.28,111.8
M000,2025-02-12 23:30:27.021362,0.0,6.14,110.0
M001,2025-02-12 23:42:31.718529,64.0,8.75,121.1
M000,2025-02-12 23:45:27.021362,0.0,6.2,108.9
M001,2025-02-12 23:57:31.718529,68.0,8.73,121.6
M000,2025-02-13 00:00:27.021362,0.0,6.18,110.2
M001,2025-02-13 00:12:31.718529,66.0,8.9,120.3
M000,2025-02-13 00:15:27.021362,,5.71,108.5
M001,2025-02-13 00:27:31.718529,63.0,8.9,119.1
M000,2025-02-13 00:30:27.021362,0.0,5.75,110.6
M001,2025-02-13 00:42:31.718529,69.0,9.17,122.1
M000,2025-02-13 00:45:27.021362,0.0,5.9,112.6
M001,2025-02-13 00:57:31.718529,71.0,8.88,120.9
M000,2025-02-13 01:00:27.021362,0.0,6.11,109.1
M001,2025-02-13 01:12:31.718529,64.0,8.67,120.9
M000,2025-02-13 01:15:27.021362,0.0,6.11,112.9
M001,2025-02-13 01:27:31.718529,72.0,8.53,120.3
M000,2025-02-13 01:30:27.021362,0.0,5.77,109.1
M001,2025-02-13 01:42:31.718529,60.0,,118.9
M000,2025-02-13 01:45:27.021362,0.0,5.87,111.1
M001,2025-02-13 01:57:31.718529,67.0,8.47,121.4
M000,2025-02-13 02:00:27.021362,0.0,5.82,108.1
M001,2025-02-13 02:12:31.718529,82.0,8.38,118.4
M000,2025-02-13 02:15:27.021362,0.0,5.72,109.5
M001,2025-02-13 02:27:31.718529,72.0,8.64,120.2
M002,2025-02-13 02:29:21.327160,140.0,8.97,298.9
M000,2025-02-13 02:30:27.021362,0.0,5.77,108.9
M001,2025-02-13 02:42:31.718529,68.0,8.6,118.8
M002,2025-02-13 02:44:21.327160,136.0,8.58,297.6
M000,2025-02-13 02:45:27.021362,0.0,5.95,109.3
M001,2025-02-13 02:57:31.718529,70.0,,122.7
M002,2025-02-13 02:59:21.327160,146.0,8.54,298.7
M000,2025-02-13 03:00:27.021362,0.0,6.02,108.2
M001,2025-02-13 03:12:31.718529,70.0,8.26,117.9
M002,2025-02-13 03:14:21.327160,142.0,,301.0
M000,2025-02-13 03:15:27.021362,0.0,5.97,109.6
M001,2025-02-13 03:27:31.718529,66.0,8.93,117.7
M002,2025-02-13 03:29:21.327160,139.0,8.52,302.1
M000,2025-02-13 03:30:27.021362,0.0,,111.6
M001,2025-02-13 03:42:31.718529,72.0,8.72,118.9
M002,2025-02-13 03:44:21.327160,137.0,8.43,298.0
M000,2025-02-13 03:45:27.021362,,5.75,108.6
M001,2025-02-13 03:57:31.718529,,8.78,120.8
M002,2025-02-13 03:59:21.327160,148.0,,298.4
M000,2025-02-13 04:00:27.021362,0.0,6.02,112.6
M001,2025-02-13 04:12:31.718529,59.0,8.77,119.9
M002,2025-02-13 04:14:21.327160,146.0,8.54,300.8
M000,2025-02-13 04:15:27.021362,0.0,5.89,110.8
M001,2025-02-13 04:27:31.718529,76.0,,118.7
M002,2025-02-13 04:29:21.327160,137.0,8.71,300.5
M000,2025-02-13 04:30:27.021362,0.0,5.88,111.7
M001,2025-02-13 04:42:31.718529,72.0,,122.8
M002,2025-02-13 04:44:21.327160,138.0,8.59,299.3
M000,2025-02-13 04:45:27.021362,,6.26,109.2
M001,2025-02-13 04:57:31.718529,68.0,8.81,121.1
M002,2025-02-13 04:59:21.327160,144.0,8.28,300.3
M000,2025-02-13 05:00:27.021362,0.0,6.06,109.9
M001,2025-02-13 05:12:31.718529,69.0,8.73,119.1
M002,2025-02-13 05:14:21.327160,140.0,8.08,299.5
M000,2025-02-13 05:15:27.021362,0.0,6.1,109.8
M001,2025-02-13 05:27:31.718529,70.0,8.83,123.2
M002,2025-02-13 05:29:21.327160,134.0,8.64,301.0
M000,2025-02-13 05:30:27.021362,0.0,,109.5
M001,2025-02-13 05:42:31.718529,71.0,8.69,117.7
M002,2025-02-13 05:44:21.327160,139.0,8.33,300.6
M000,2025-02-13 05:45:27.021362,0.0,6.31,112.3
M001,2025-02-13 05:57:31.718529,61.0,8.5,121.2
M002,2025-02-13 05:59:21.327160,143.0,8.6,300.9
M000,2025-02-13 06:00:27.021362,0.0,6.26,112.4
M001,2025-02-13 06:12:31.718529,67.0,8.85,117.7
M002,2025-02-13 06:14:21.327160,155.0,8.68,299.1
M000,2025-02-13 06:15:27.021362,0.0,6.12,110.1
M001,2025-02-13 06:27:31.718529,69.0,8.92,119.7
M002,2025-02-13 06:29:21.327160,,8.37,301.1
M000,2025-02-13 06:30:27.021362,0.0,,109.8
M001,2025-02-13 06:42:31.718529,67.0,8.61,120.4
M002,2025-02-13 06:44:21.327160,143.0,8.34,299.2
M000,2025-02-13 06:45:27.021362,0.0,6.01,109.6
M001,2025-02-13 06:57:31.718529,66.0,8.57,122.4
M002,2025-02-13 06:59:21.327160,139.0,8.19,301.4
M000,2025-02-13 07:00:27.021362,0.0,,111.2
M001,2025-02-13 07:12:31.718529,68.0,,118.6
M002,2025-02-13 07:14:21.327160,130.0,8.37,303.4
M000,2025-02-13 07:15:27.021362,0.0,5.94,108.1
M001,2025-02-13 07:27:31.718529,72.0,8.49,119.7
M002,2025-02-13 07:29:21.327160,140.0,8.51,297.5
M000,2025-02-13 07:30:27.021362,0.0,6.08,107.7
M001,2025-02-13 07:42:31.718529,65.0,8.55,118.9
M002,2025-02-13 07:44:21.327160,142.0,8.28,299.7
M000,2025-02-13 07:45:27.021362,0.0,,110.6
M001,2025-02-13 07:57:31.718529,61.0,8.73,118.0
M002,2025-02-13 07:59:21.327160,141.0,8.5,302.1
M000,2025-02-13 08:00:27.021362,0.0,5.94,108.4
M001,2025-02-13 08:12:31.718529,62.0,9.12,119.5
M002,2025-02-13 08:14:21.327160,140.0,8.17,297.1
M000,2025-02-13 08:15:27.021362,0.0,6.07,109.9
M001,2025-02-13 08:27:31.718529,71.0,8.3,119.9
M002,2025-02-13 08:29:21.327160,140.0,8.41,301.0
M000,2025-02-13 08:30:27.021362,0.0,5.9,110.0
M001,2025-02-13 08:42:31.718529,62.0,8.86,119.1
M002,2025-02-13 08:44:21.327160,136.0,8.38,298.8
M000,2025-02-13 08:45:27.021362,0.0,6.11,110.2
M001,2025-02-13 08:57:31.718529,64.0,9.11,118.0
M002,2025-02-13 08:59:21.327160,142.0,8.59,300.3
M000,2025-02-13 09:00:27.021362,0.0,5.99,107.9
M001,2025-02-13 09:12:31.718529,71.0,,123.4
M002,2025-02-13 09:14:21.327160,141.0,8.43,301.8
M000,2025-02-13 09:15:27.021362,0.0,6.32,105.9
M001,2025-02-13 09:27:31.718529,59.0,8.65,119.5
M002,2025-02-13 09:29:21.327160,141.0,8.51,300.2
M000,2025-02-13 09:30:27.021362,,5.92,108.5
M001,2025-02-13 09:42:31.718529,63.0,,121.5
M002,2025-02-13 09:44:21.327160,142.0,,298.4
M000,2025-02-13 09:45:27.021362,0.0,6.04,112.5
M001,2025-02-13 09:57:31.718529,67.0,,122.3
M002,2025-02-13 09:59:21.327160,143.0,8.27,297.6
M000,2025-02-13 10:00:27.021362,0.0,6.19,
M001,2025-02-13 10:12:31.718529,70.0,8.7,121.3
M002,2025-02-13 10:14:21.327160,,8.57,302.3
M000,2025-02-13 10:15:27.021362,0.0,6.37,111.6
M001,2025-02-13 10:27:31.718529,63.0,8.81,118.5
M002,2025-02-13 10:29:21.327160,126.0,8.1,299.9
M000,2025-02-13 10:30:27.021362,0.0,,
M001,2025-02-13 10:42:31.718529,65.0,8.82,118.2
M002,2025-02-13 10:44:21.327160,139.0,8.31,301.2
M000,2025-02-13 10:45:27.021362,0.0,6.33,110.2
